ruleScore,lstmProb,gnnProb,autoMSE,geoSpeed,clusterSize,label
0.11,0.1,0.22,2.15,352.21,1,0
2.62,0.09,0.29,0.25,229.33,1,0
6.26,0.71,0.86,4.13,443.49,12,1
7.35,0.97,0.89,3.54,1945.23,2,1
2.81,0.22,0.38,2.24,340.05,2,0
5.22,0.93,0.93,8.09,2196.13,8,1
2.29,0.26,0.04,2.71,227.44,1,0
0.09,0.21,0.33,0.13,382.47,1,0
1.5,0.34,0.37,2.24,92.53,2,0
0.69,0.02,0.05,0.86,101.34,1,0
3.63,0.37,0.29,2.49,298.38,1,0
1.8,0.22,0.29,0.75,62.83,2,0
1.38,0.09,0.21,0.51,320.16,2,0
3.53,0.13,0.13,1.69,340.95,1,0
8.08,0.7,1.0,9.66,1988.13,1,1
4.53,0.04,0.18,2.8,58.08,1,0
1.17,0.15,0.06,1.52,182.29,1,0
8.57,0.75,0.69,3.71,144.45,8,1
2.95,0.37,0.36,2.91,266.97,2,0
8.87,0.82,0.77,9.74,1481.04,5,1
6.56,0.9,0.93,9.83,369.22,9,1
1.53,0.08,0.11,0.99,189.82,2,0
1.76,0.18,0.06,1.21,41.28,2,0
9.43,0.95,0.68,4.14,1872.28,1,1
2.34,0.3,0.33,2.25,57.55,2,0
8.76,0.7,0.6,9.11,1206.06,15,1
4.62,0.24,0.39,0.41,227.32,1,0
4.52,0.16,0.32,2.56,281.18,1,0
3.32,0.09,0.16,2.33,381.37,1,0
5.77,0.68,0.76,8.18,1987.64,12,1
0.9,0.24,0.17,1.0,226.25,1,0
6.09,0.85,0.75,6.37,399.27,5,1
0.89,0.12,0.22,0.96,169.69,2,0
4.21,0.23,0.15,0.24,144.67,2,0
0.61,0.09,0.15,1.08,156.7,1,0
7.43,0.78,0.77,6.47,238.68,5,1
9.42,0.82,0.84,9.13,481.25,5,1
2.16,0.29,0.24,0.89,20.68,2,0
0.01,0.11,0.23,1.79,310.86,1,0
7.84,0.82,0.83,4.03,116.03,14,1
0.15,0.2,0.32,1.65,107.85,2,0
7.45,0.68,0.74,8.03,1248.91,8,1
6.0,0.61,0.89,7.85,205.36,17,1
7.19,0.83,0.8,7.49,1719.21,6,1
6.97,0.71,0.69,8.64,452.38,17,1
5.7,0.63,0.62,4.13,2045.49,13,1
5.04,0.87,0.71,8.71,1615.93,3,1
1.1,0.2,0.14,2.32,248.99,2,0
8.61,0.73,0.83,3.27,1052.77,4,1
8.19,0.66,0.99,7.93,52.62,11,1
0.32,0.06,0.35,1.23,245.73,2,0
5.81,0.69,0.63,9.44,1474.46,17,1
0.69,0.03,0.35,2.19,127.0,2,0
5.13,1.0,0.71,9.46,479.87,14,1
9.03,0.9,0.9,9.7,1946.09,1,1
1.59,0.31,0.27,1.35,167.73,2,0
0.78,0.22,0.04,0.96,211.01,1,0
9.95,0.72,0.86,6.51,1036.83,14,1
2.11,0.01,0.39,1.1,311.43,2,0
9.43,0.81,0.65,4.42,1803.28,9,1
4.46,0.28,0.06,2.6,120.62,2,0
9.05,0.64,0.75,3.6,807.89,18,1
2.4,0.24,0.19,2.8,96.22,2,0
4.06,0.07,0.24,1.75,211.18,2,0
9.26,0.66,0.76,3.53,1938.57,1,1
5.3,0.66,0.76,7.9,1368.75,15,1
3.61,0.36,0.35,1.53,257.26,1,0
8.17,0.86,0.76,6.45,761.68,8,1
3.9,0.22,0.4,1.37,285.58,1,0
6.03,0.73,0.75,7.73,1449.58,8,1
6.78,0.66,0.88,9.72,493.66,11,1
0.75,0.35,0.02,2.42,272.17,2,0
4.95,0.23,0.04,1.38,315.04,2,0
8.64,0.99,0.83,4.65,682.48,8,1
8.26,0.82,0.74,7.49,2151.21,12,1
4.2,0.01,0.15,2.45,325.58,2,0
8.29,0.65,0.8,3.13,927.23,15,1
3.16,0.15,0.29,1.48,7.23,1,0
7.12,0.83,0.98,3.76,1833.53,1,1
6.32,0.88,0.98,7.97,1087.3,16,1
3.2,0.18,0.18,0.05,69.63,2,0
1.03,0.23,0.06,0.79,144.54,2,0
0.39,0.29,0.14,2.98,120.96,2,0
0.73,0.09,0.23,2.97,29.38,2,0
9.57,0.8,0.78,9.81,520.14,7,1
0.76,0.3,0.27,1.63,324.23,1,0
7.85,0.83,0.87,3.6,224.6,14,1
6.76,0.95,0.98,9.65,407.68,16,1
6.44,0.96,0.74,3.44,99.85,8,1
0.76,0.21,0.06,1.2,377.06,1,0
3.68,0.01,0.35,0.3,56.21,1,0
9.19,0.79,0.77,5.06,704.53,5,1
1.54,0.07,0.34,2.23,372.33,2,0
3.21,0.07,0.06,1.24,30.08,2,0
3.29,0.17,0.27,1.35,133.44,2,0
3.94,0.28,0.08,0.16,361.36,2,0
1.32,0.05,0.15,2.22,117.57,1,0
6.51,0.79,0.76,5.6,9.19,16,1
1.75,0.24,0.07,0.93,8.11,2,0
9.58,0.7,0.64,6.07,184.79,11,1
0.07,0.14,0.3,0.23,226.94,2,0
2.82,0.33,0.29,2.56,69.52,1,0
9.49,0.79,0.76,8.07,20.03,8,1
1.28,0.22,0.07,1.89,49.3,2,0
2.29,0.08,0.28,0.85,106.9,2,0
4.07,0.39,0.16,0.99,11.27,1,0
4.24,0.09,0.33,0.7,270.71,2,0
8.98,0.67,0.96,9.67,1439.51,15,1
7.36,0.77,0.69,3.38,2139.95,5,1
7.86,1.0,0.94,3.05,1837.14,4,1
3.73,0.4,0.25,1.39,36.03,2,0
0.79,0.2,0.04,2.83,255.22,2,0
5.76,0.92,0.62,3.57,1674.12,16,1
7.38,0.64,0.6,3.39,1576.23,6,1
6.46,0.92,0.79,7.58,1706.96,15,1
1.62,0.04,0.25,0.77,212.46,2,0
8.4,0.64,0.95,6.62,896.91,17,1
0.44,0.13,0.16,2.73,382.4,1,0
0.84,0.01,0.24,2.76,42.55,2,0
2.13,0.21,0.37,0.34,28.5,1,0
3.29,0.15,0.31,0.5,19.56,1,0
0.67,0.33,0.15,1.58,11.73,1,0
3.28,0.19,0.39,2.64,257.77,1,0
5.49,0.9,0.96,8.02,792.87,5,1
2.66,0.03,0.15,2.65,302.09,1,0
0.58,0.13,0.01,0.81,87.29,1,0
7.7,0.92,0.94,5.81,1051.9,6,1
8.5,0.75,0.78,4.1,601.22,11,1
0.74,0.29,0.07,2.22,191.74,1,0
6.6,0.64,0.76,7.18,1998.64,8,1
3.8,0.29,0.28,2.46,258.28,1,0
7.78,0.97,0.73,9.77,1037.75,11,1
4.95,0.33,0.3,0.62,350.46,2,0
1.48,0.36,0.12,0.29,99.05,2,0
3.45,0.35,0.18,2.31,337.22,1,0
3.33,0.11,0.16,1.78,14.37,2,0
3.51,0.29,0.26,1.64,352.66,2,0
4.97,0.37,0.03,1.0,378.06,2,0
0.74,0.32,0.33,2.13,52.5,2,0
6.05,0.82,0.87,3.96,1128.29,17,1
3.76,0.08,0.27,1.95,360.48,1,0
2.08,0.29,0.36,0.39,106.12,1,0
5.28,0.87,0.73,6.27,729.42,3,1
1.75,0.31,0.16,2.41,392.4,2,0
6.76,0.82,0.81,3.25,220.3,14,1
8.56,0.81,0.96,8.67,1659.87,10,1
7.53,0.63,0.62,6.64,962.14,9,1
4.12,0.03,0.23,1.92,0.34,1,0
5.91,0.87,1.0,6.27,396.07,18,1
7.18,0.66,0.62,3.44,787.63,17,1
8.63,0.72,0.62,5.62,261.57,6,1
7.23,0.96,0.72,4.37,84.36,6,1
8.9,0.87,0.89,8.68,545.75,7,1
1.89,0.24,0.06,0.2,173.11,2,0
9.41,0.97,0.71,5.64,263.94,2,1
7.01,1.0,0.84,6.6,1761.33,8,1
8.35,0.69,0.7,7.02,2106.84,15,1
0.65,0.04,0.18,1.98,141.97,1,0
7.86,0.89,0.82,8.5,1112.65,17,1
5.83,0.61,0.69,3.17,1047.68,19,1
4.26,0.07,0.19,2.2,309.59,1,0
6.12,0.92,0.99,3.18,211.17,7,1
5.74,0.73,0.84,5.51,964.74,10,1
1.67,0.03,0.08,1.34,382.48,1,0
2.32,0.33,0.04,0.43,122.58,1,0
2.8,0.4,0.17,0.53,188.77,1,0
3.29,0.21,0.04,1.93,62.15,1,0
3.86,0.09,0.02,1.64,276.64,1,0
8.6,0.98,0.71,3.61,2256.39,16,1
2.89,0.09,0.02,1.66,53.12,2,0
4.17,0.26,0.02,2.87,59.11,1,0
4.06,0.21,0.14,0.73,34.1,2,0
3.64,0.19,0.11,1.09,343.63,1,0
7.08,0.91,0.76,7.55,258.19,6,1
3.9,0.1,0.1,0.92,239.21,2,0
6.57,0.86,0.75,6.84,326.78,3,1
1.04,0.15,0.22,1.84,187.27,1,0
9.65,0.65,0.61,5.1,538.39,11,1
3.86,0.37,0.03,1.88,57.85,1,0
6.68,0.79,0.87,6.47,486.94,8,1
1.6,0.13,0.34,1.94,284.07,2,0
7.37,0.72,0.97,4.53,414.51,7,1
9.81,0.81,0.75,8.33,822.38,14,1
9.61,0.81,0.88,3.58,1240.69,7,1
0.05,0.32,0.23,2.96,235.78,1,0
3.25,0.12,0.15,0.25,342.8,2,0
4.75,0.39,0.35,2.73,86.91,2,0
6.05,0.91,0.88,7.31,197.72,3,1
1.87,0.15,0.05,2.82,300.2,1,0
2.54,0.04,0.15,0.25,185.9,2,0
2.13,0.06,0.39,0.73,287.08,1,0
2.53,0.13,0.36,0.1,11.21,2,0
0.31,0.35,0.07,0.68,264.54,1,0
8.47,0.94,0.75,9.75,1336.54,1,1
6.86,0.7,0.81,8.9,1536.68,3,1
1.82,0.25,0.19,1.4,281.1,1,0
3.75,0.21,0.18,0.55,122.29,2,0
8.4,1.0,0.87,4.84,1694.13,11,1
5.65,0.65,0.87,5.61,324.38,4,1
